TotalHet,100,200,300,400,500,600,700,800,900,1000
0,47.3,89.64,91.22,91.22,91.22,91.22,91.22,91.22,91.22,91.22
1,46.49,91.14,96.23,96.23,96.23,96.23,96.23,96.23,96.23,96.23
2,42.12,80.75,123.76,165.26,207.97,248.11,286.25,332.13,378.84,409.48
3,49.25,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76,65.76
4,40.62,66.22,97.89,104.24,104.24,104.24,104.24,104.24,104.24,104.24
5,48.01,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36,67.36
6,27.46,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95,27.95
7,25.47,62.68,88.52,126.31,147.01,147.01,147.01,147.01,147.01,147.01
8,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5,29.5
9,30.52,33.26,33.26,33.26,33.26,33.26,33.26,33.26,33.26,33.26
10,30.79,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3,39.3
11,47.26,87.66,126.75,135.98,135.98,135.98,135.98,135.98,135.98,135.98
12,47.71,95.53,110.55,110.55,110.55,110.55,110.55,110.55,110.55,110.55
13,48.79,96.22,130,139.34,139.34,139.34,139.34,139.34,139.34,139.34
14,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62,31.62
15,48.79,91.92,128.25,144.77,144.77,144.77,144.77,144.77,144.77,144.77
16,30.29,65.69,97.98,105.74,105.74,105.74,105.74,105.74,105.74,105.74
17,48.63,84.39,126.37,154.19,159.27,159.27,159.27,159.27,159.27,159.27
18,48.2,66.49,66.49,66.49,66.49,66.49,66.49,66.49,66.49,66.49
19,35.14,63.27,86.49,86.49,86.49,86.49,86.49,86.49,86.49,86.49
20,49.91,95.46,143.39,156.06,156.06,156.06,156.06,156.06,156.06,156.06
21,39.82,44.68,44.68,44.68,44.68,44.68,44.68,44.68,44.68,44.68
22,44.94,87.41,90.7,90.7,90.7,90.7,90.7,90.7,90.7,90.7
23,30.64,44.72,44.72,44.72,44.72,44.72,44.72,44.72,44.72,44.72
24,45.38,91.65,101.59,101.59,101.59,101.59,101.59,101.59,101.59,101.59
25,49.21,86.54,96.31,96.31,96.31,96.31,96.31,96.31,96.31,96.31
26,36.61,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9,39.9
27,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2,24.2
28,44.33,50.86,50.86,50.86,50.86,50.86,50.86,50.86,50.86,50.86
29,43.95,65.02,93.87,133.19,158,195.29,211.27,211.27,211.27,211.27
30,48.44,84.86,84.99,84.99,84.99,84.99,84.99,84.99,84.99,84.99
31,27.23,40.28,40.78,40.78,40.78,40.78,40.78,40.78,40.78,40.78
32,39.96,71.76,102.49,146.1,186.6,232.82,263.15,308.43,333.16,333.16
33,47.07,94.54,140.43,182.88,207.94,220.38,220.38,220.38,220.38,220.38
34,46.8,95.02,133.44,150.56,170.88,170.88,170.88,170.88,170.88,170.88
35,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95,12.95
36,44.25,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6,62.6
37,49.11,58.25,58.25,58.25,58.25,58.25,58.25,58.25,58.25,58.25
38,43.3,84.26,131.49,143.56,143.56,143.56,143.56,143.56,143.56,143.56
39,29.86,65.2,84.41,84.41,84.41,84.41,84.41,84.41,84.41,84.41
40,47.5,92.55,103.9,103.9,103.9,103.9,103.9,103.9,103.9,103.9
41,41.09,77.12,77.48,77.48,77.48,77.48,77.48,77.48,77.48,77.48
42,47.38,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04,52.04
43,31.42,31.42,31.42,31.42,31.42,31.42,31.42,31.42,31.42,31.42
44,41.56,84.14,119.39,119.67,119.67,119.67,119.67,119.67,119.67,119.67
45,47.82,87.06,115.65,155,190.54,190.54,190.54,190.54,190.54,190.54
46,37.94,83.87,122.51,125.36,125.36,125.36,125.36,125.36,125.36,125.36
47,42.31,89.65,126.97,174.34,220.28,254.57,265.51,265.51,265.51,265.51
48,37.57,40.33,40.33,40.33,40.33,40.33,40.33,40.33,40.33,40.33
49,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75,28.75
50,37.56,62.64,66.34,66.34,66.34,66.34,66.34,66.34,66.34,66.34
51,41.13,45.66,45.66,45.66,45.66,45.66,45.66,45.66,45.66,45.66
52,40.83,85.11,126.19,171.41,218.76,250.37,251.27,251.27,251.27,251.27
53,49.2,94.95,127.79,159.15,202.45,237.74,239,239,239,239
54,49.66,92.12,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63
55,45.97,93.32,136.78,180.05,209.91,232.62,268.78,302.09,314.55,315.31
56,29.62,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46,30.46
57,37.55,74.26,101.5,111.94,111.94,111.94,111.94,111.94,111.94,111.94
58,41.24,59.4,63.93,63.93,63.93,63.93,63.93,63.93,63.93,63.93
59,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73,35.73
60,42.88,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7,69.7
61,42.63,75.34,110.57,129.11,129.11,129.11,129.11,129.11,129.11,129.11
62,48.62,75.86,110.8,144.16,150.31,150.31,150.31,150.31,150.31,150.31
63,38.52,84.14,127.05,170.38,181.3,181.3,181.3,181.3,181.3,181.3
64,37.64,63.38,76.29,76.29,76.29,76.29,76.29,76.29,76.29,76.29
65,48.95,96.31,137.3,142.61,142.61,142.61,142.61,142.61,142.61,142.61
66,48.46,96.05,131.58,164.54,164.81,164.81,164.81,164.81,164.81,164.81
67,36.22,79.56,116.13,145.94,154.46,154.46,154.46,154.46,154.46,154.46
68,49.15,97.57,121.43,121.43,121.43,121.43,121.43,121.43,121.43,121.43
69,46.16,92.87,140.74,147.37,147.37,147.37,147.37,147.37,147.37,147.37
70,42.76,58.47,93.74,98.09,98.09,98.09,98.09,98.09,98.09,98.09
71,40.46,87.7,111.41,111.41,111.41,111.41,111.41,111.41,111.41,111.41
72,47.55,92.9,139.9,165.14,165.64,165.64,165.64,165.64,165.64,165.64
73,45.27,70.2,92.69,92.69,92.69,92.69,92.69,92.69,92.69,92.69
74,40.66,48.98,48.98,48.98,48.98,48.98,48.98,48.98,48.98,48.98
75,42.96,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82,60.82
76,44.65,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51,45.51
77,43.52,48.04,48.04,48.04,48.04,48.04,48.04,48.04,48.04,48.04
78,34.2,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91,47.91
79,40.66,80.28,119.88,149.04,149.04,149.04,149.04,149.04,149.04,149.04
80,40.54,84.84,127.02,156.26,157.49,157.49,157.49,157.49,157.49,157.49
81,19.69,19.69,19.69,19.69,19.69,19.69,19.69,19.69,19.69,19.69
82,46.14,94.25,129.57,163.31,207.83,246.27,281.51,283.61,283.61,283.61
83,38.11,39.82,39.82,39.82,39.82,39.82,39.82,39.82,39.82,39.82
84,46.32,81.74,90.8,90.8,90.8,90.8,90.8,90.8,90.8,90.8
85,42.18,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92,59.92
86,29.72,70.84,90.85,90.85,90.85,90.85,90.85,90.85,90.85,90.85
87,29.04,29.04,29.04,29.04,29.04,29.04,29.04,29.04,29.04,29.04
88,44.2,54.71,54.71,54.71,54.71,54.71,54.71,54.71,54.71,54.71
89,33.35,71.61,117.09,164.06,204.34,205.42,205.42,205.42,205.42,205.42
90,40.95,58.58,58.58,58.58,58.58,58.58,58.58,58.58,58.58,58.58
91,45.37,65.87,65.87,65.87,65.87,65.87,65.87,65.87,65.87,65.87
92,45.21,88.18,96.28,96.28,96.28,96.28,96.28,96.28,96.28,96.28
93,45.8,85.55,108.92,112.15,112.15,112.15,112.15,112.15,112.15,112.15
94,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76,29.76
95,44.99,91.08,124.72,126.52,126.52,126.52,126.52,126.52,126.52,126.52
96,46.89,91.4,101.62,101.62,101.62,101.62,101.62,101.62,101.62,101.62
97,46.42,83.01,89.26,89.26,89.26,89.26,89.26,89.26,89.26,89.26
98,14.06,14.06,14.06,14.06,14.06,14.06,14.06,14.06,14.06,14.06
99,31.52,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76,32.76
100,49.11,74.31,119.24,150.65,151.99,151.99,151.99,151.99,151.99,151.99
101,33.38,33.38,33.38,33.38,33.38,33.38,33.38,33.38,33.38,33.38
102,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97,19.97
103,44.02,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16,60.16
104,43.96,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37,49.37
105,38.03,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51,42.51
106,39.63,73.74,85.02,85.02,85.02,85.02,85.02,85.02,85.02,85.02
107,27.52,27.57,27.57,27.57,27.57,27.57,27.57,27.57,27.57,27.57
108,34.49,62.75,102.66,104.65,104.65,104.65,104.65,104.65,104.65,104.65
109,48.08,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41,73.41
110,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5,13.5
111,38.75,63.93,102.4,150.3,198.02,230.85,233.77,233.77,233.77,233.77
112,44.97,91.61,128.03,173.4,219.78,261.57,297.85,330.13,376.5,397.02
113,26.85,29.18,29.18,29.18,29.18,29.18,29.18,29.18,29.18,29.18
114,43.56,79.5,88.38,88.38,88.38,88.38,88.38,88.38,88.38,88.38
115,49.76,78.55,81.3,81.3,81.3,81.3,81.3,81.3,81.3,81.3
116,46.84,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92,55.92
117,39.83,81.35,112.35,123.27,123.27,123.27,123.27,123.27,123.27,123.27
118,44.58,90.38,139.13,149.17,149.17,149.17,149.17,149.17,149.17,149.17
119,42.05,88.85,114.8,114.8,114.8,114.8,114.8,114.8,114.8,114.8
120,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15,23.15
121,48.08,93.76,117.59,118.91,118.91,118.91,118.91,118.91,118.91,118.91
122,42.15,68.55,100.1,122.58,122.58,122.58,122.58,122.58,122.58,122.58
123,37.04,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47,64.47
124,41.78,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36,72.36
125,47.43,94.74,139.68,167.12,210.15,250.22,284.84,322.63,366.13,391.5
126,24.75,50.7,57.73,57.73,57.73,57.73,57.73,57.73,57.73,57.73
127,25.58,25.58,25.58,25.58,25.58,25.58,25.58,25.58,25.58,25.58
128,48.62,96.76,120.12,123.77,123.77,123.77,123.77,123.77,123.77,123.77
129,48.9,63.24,63.24,63.24,63.24,63.24,63.24,63.24,63.24,63.24
130,43.68,56.21,56.21,56.21,56.21,56.21,56.21,56.21,56.21,56.21
131,40.4,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81,59.81
132,49.4,78.37,121.13,167.86,216.97,256.9,297.24,338.54,363.83,379.16
133,47.58,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11,52.11
134,48.62,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.88,65.88
135,45.72,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68,46.68
136,45.01,78.01,95.73,96.57,96.57,96.57,96.57,96.57,96.57,96.57
137,43.09,55.42,55.42,55.42,55.42,55.42,55.42,55.42,55.42,55.42
138,33.38,51.99,66.83,66.83,66.83,66.83,66.83,66.83,66.83,66.83
139,38.99,77.43,77.99,77.99,77.99,77.99,77.99,77.99,77.99,77.99
140,46.59,78.26,118.09,150.49,188.33,232.87,279.83,304.7,304.7,304.7
141,45.95,74.77,112.57,112.57,112.57,112.57,112.57,112.57,112.57,112.57
142,29.63,31.89,31.89,31.89,31.89,31.89,31.89,31.89,31.89,31.89
143,37.62,40.86,40.86,40.86,40.86,40.86,40.86,40.86,40.86,40.86
144,39.31,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93,43.93
145,48.51,89.71,94.54,94.54,94.54,94.54,94.54,94.54,94.54,94.54
146,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53,27.53
147,28.4,41.18,47.66,56.34,56.34,56.34,56.34,56.34,56.34,56.34
148,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42,8.42
149,38.82,49.35,49.35,49.35,49.35,49.35,49.35,49.35,49.35,49.35
150,50.1,89.42,137.07,145.64,145.64,145.64,145.64,145.64,145.64,145.64
151,17.82,17.82,17.82,17.82,17.82,17.82,17.82,17.82,17.82,17.82
152,35.59,35.59,35.59,35.59,35.59,35.59,35.59,35.59,35.59,35.59
153,44.4,90.03,113.48,113.48,113.48,113.48,113.48,113.48,113.48,113.48
154,28.83,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16,30.16
155,45.75,68.64,114.98,131.75,131.75,131.75,131.75,131.75,131.75,131.75
156,42.67,50.31,50.31,50.31,50.31,50.31,50.31,50.31,50.31,50.31
157,49.05,83.53,90.67,90.67,90.67,90.67,90.67,90.67,90.67,90.67
158,46.1,89.6,97.63,97.63,97.63,97.63,97.63,97.63,97.63,97.63
159,35.25,39.73,39.73,39.73,39.73,39.73,39.73,39.73,39.73,39.73
160,49.81,94.67,132.12,161.03,161.03,161.03,161.03,161.03,161.03,161.03
161,47.44,51.44,51.44,51.44,51.44,51.44,51.44,51.44,51.44,51.44
162,35.65,57.48,72.37,72.37,72.37,72.37,72.37,72.37,72.37,72.37
163,49.57,80.06,80.06,80.06,80.06,80.06,80.06,80.06,80.06,80.06
164,47.97,82.25,87.74,87.74,87.74,87.74,87.74,87.74,87.74,87.74
165,41.05,70.49,108.91,154.9,189.22,235.74,280.85,328.87,366.52,369.26
166,45.7,75.84,122.96,171.22,219.83,267.39,295.72,324.95,325.32,325.32
167,47.12,86.81,128.93,166.43,169.61,169.61,169.61,169.61,169.61,169.61
168,48.36,95.01,143.13,185.85,230.72,275.64,301.78,303.51,303.51,303.51
169,48.88,94.71,141.38,183.55,187.46,187.46,187.46,187.46,187.46,187.46
170,40.13,40.15,40.15,40.15,40.15,40.15,40.15,40.15,40.15,40.15
171,32.45,51.11,51.11,51.11,51.11,51.11,51.11,51.11,51.11,51.11
172,42.24,87.76,126.93,127.27,127.27,127.27,127.27,127.27,127.27,127.27
173,49.48,83.02,112.81,112.82,112.82,112.82,112.82,112.82,112.82,112.82
174,26.22,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43,26.43
175,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95,24.95
176,44.48,57.49,57.49,57.49,57.49,57.49,57.49,57.49,57.49,57.49
177,48.39,83.94,87.65,87.65,87.65,87.65,87.65,87.65,87.65,87.65
178,29.48,34.19,34.19,34.19,34.19,34.19,34.19,34.19,34.19,34.19
179,40.72,74.83,106.02,138.14,145.34,145.34,145.34,145.34,145.34,145.34
180,48.39,95.98,103.24,103.24,103.24,103.24,103.24,103.24,103.24,103.24
181,43.33,82.22,113.52,116.47,116.47,116.47,116.47,116.47,116.47,116.47
182,48.73,94.89,100.38,100.38,100.38,100.38,100.38,100.38,100.38,100.38
183,49.52,92.18,129.42,167.91,204.68,230.71,232.35,232.35,232.35,232.35
184,46.18,93.46,122.76,122.76,122.76,122.76,122.76,122.76,122.76,122.76
185,37.62,66.49,66.49,66.49,66.49,66.49,66.49,66.49,66.49,66.49
186,22.49,22.49,22.49,22.49,22.49,22.49,22.49,22.49,22.49,22.49
187,40.17,89.19,134.97,179.48,226.96,274.55,321.52,356.64,356.65,356.65
188,34.22,34.22,34.22,34.22,34.22,34.22,34.22,34.22,34.22,34.22
189,48.18,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96,61.96
190,49.21,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56,67.56
191,44.21,83.72,95.51,95.51,95.51,95.51,95.51,95.51,95.51,95.51
192,44.92,83.37,96.87,96.87,96.87,96.87,96.87,96.87,96.87,96.87
193,48.72,57.48,57.48,57.48,57.48,57.48,57.48,57.48,57.48,57.48
194,21.96,27.11,27.11,27.11,27.11,27.11,27.11,27.11,27.11,27.11
195,45.86,51.72,51.72,51.72,51.72,51.72,51.72,51.72,51.72,51.72
196,43.86,90.15,133.55,147.6,147.6,147.6,147.6,147.6,147.6,147.6
197,36.78,72.64,96.87,102.39,102.39,102.39,102.39,102.39,102.39,102.39
198,49.62,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09,78.09
199,39.71,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13,49.13
